protocol_type,service,flag,src_bytes,dst_bytes,hot,count,srv_count,diff_srv_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_serror_rate,class
icmp,50,4,0,0,0,76,24,0.07,255,24,0.09,0.05,0,1,anomaly
tcp,15,2,18,0,0,1,1,0,1,199,1,0,1,0,anomaly
icmp,50,4,0,0,0,210,8,0.07,255,8,0.03,0.08,0,1,anomaly
icmp,25,2,230,2316,0,7,7,0,255,255,1,0,0,0,normal
icmp,25,2,233,6634,0,4,6,0,32,193,1,0,0.03,0,normal
icmp,50,4,0,0,0,209,4,0.05,167,4,0.02,0.07,0.01,0.99,anomaly
icmp,61,4,0,0,0,39,18,0.08,255,11,0.04,0.06,0,1,anomaly
icmp,47,4,0,0,0,249,9,0.07,255,9,0.04,0.08,0,1,anomaly
icmp,50,4,0,0,0,135,1,0.06,255,10,0.04,0.07,0,1,anomaly
icmp,25,2,296,1789,0,3,3,0,23,255,1,0,0.04,0,normal
icmp,50,4,0,0,0,106,12,0.07,4,2,0.5,0.75,0.25,1,anomaly
icmp,25,2,54540,8314,2,5,5,0,255,255,1,0,0,0,anomaly
icmp,55,2,1123,339,0,1,1,0,255,146,0.57,0.04,0,0,normal
icmp,55,2,1095,371,0,1,3,0,198,166,0.7,0.03,0.01,0,normal
icmp,25,2,54540,8314,2,1,1,0,169,169,1,0,0.01,0,anomaly
icmp,9,4,0,0,0,126,20,0.06,255,18,0.07,0.06,0,1,anomaly
icmp,12,4,0,0,0,268,10,0.06,255,5,0.02,0.08,0,1,anomaly
icmp,20,2,14189,0,0,3,3,0,40,19,0.38,0.12,0.38,0,normal
icmp,69,4,0,0,0,200,3,0.07,255,3,0.01,0.08,0,1,anomaly
icmp,20,2,9178,0,0,10,10,0,153,84,0.35,0.04,0.35,0,normal
icmp,25,2,251,1978,0,5,38,0,58,255,1,0,0.02,0,normal
icmp,20,2,245,0,0,1,1,0,110,93,0.24,0.05,0.24,0,normal
icmp,25,2,205,1494,0,10,10,0,255,255,1,0,0,0,normal
udp,12,2,43,109,0,2,1,1,19,226,0.47,0.16,0.05,0,normal
icmp,25,9,196,36500,0,1,1,0,148,228,1,0,0.01,0.01,normal
icmp,5,2,10,37,0,2,1,1,1,12,1,0,1,0,normal
udp,12,2,43,109,0,73,153,0,255,255,1,0,0,0,normal
icmp,41,4,0,0,0,289,20,0.06,255,20,0.08,0.07,0,1,anomaly
icmp,25,1,0,0,0,1,2,0,2,195,1,0,0.5,0,normal
icmp,25,4,0,0,0,2,2,0,255,255,1,0,0.01,0,normal
icmp,25,1,0,0,0,1,2,0,6,253,1,0,0.17,0,normal
icmp,25,2,306,2507,0,6,6,0,255,236,0.93,0.02,0,0.01,normal
icmp,50,1,0,0,0,146,16,0.06,255,6,0.02,0.07,0,0,anomaly
icmp,25,2,312,2607,0,6,6,0,255,255,1,0,0,0,normal
icmp,45,1,0,0,0,509,1,1,255,1,0,1,0,0.05,anomaly
icmp,64,4,0,0,0,270,3,0.05,255,3,0.01,0.05,0,1,anomaly
icmp,17,4,0,0,0,140,2,0.06,255,3,0.01,0.06,0,1,anomaly
icmp,50,4,0,0,0,193,9,0.06,255,9,0.04,0.06,0,1,anomaly
icmp,11,4,0,0,0,245,3,0.06,255,3,0.01,0.06,0,1,anomaly
icmp,50,4,0,0,0,78,1,0.08,255,15,0.06,0.07,0,1,anomaly
icmp,45,1,0,0,0,424,1,1,255,1,0,1,0,0.08,anomaly
icmp,20,2,19,0,0,1,1,0,19,65,0.58,0.21,0.58,0,normal
icmp,25,2,320,1092,0,5,5,0,255,255,1,0,0,0,normal
icmp,14,4,0,0,0,240,5,0.06,255,5,0.02,0.07,0,1,anomaly
icmp,25,2,174,5916,0,1,1,0,67,255,1,0,0.01,0.01,normal
icmp,25,2,214,663,0,12,13,0,88,255,1,0,0.01,0,normal
icmp,25,2,369,6193,0,1,1,0,255,255,1,0,0,0,normal
icmp,6,4,0,0,0,203,9,0.07,255,20,0.08,0.08,0,1,anomaly
icmp,25,2,293,1040,0,6,9,0,255,255,1,0,0,0,normal
icmp,25,2,323,1509,0,1,1,0,162,255,1,0,0.01,0,normal
icmp,20,2,234,769,4,1,1,0,255,29,0.11,0.02,0,0,normal
icmp,56,1,0,0,0,110,8,0.06,255,7,0.03,0.07,0,0,anomaly
udp,45,2,145,105,0,1,1,0,255,1,0,0.63,0.9,0,normal
icmp,50,1,0,0,0,263,9,0.07,255,9,0.04,0.09,0,0,anomaly
icmp,25,2,197,1410,0,2,17,0,255,255,1,0,0,0,normal
icmp,25,2,321,313,0,35,35,0,142,253,1,0,0.01,0,normal
icmp,61,2,188,38126,0,1,1,0,185,1,0.01,0.03,0.01,0,normal
icmp,50,4,0,0,0,98,5,0.06,255,5,0.02,0.07,0,1,anomaly
icmp,50,1,0,0,0,112,7,0.08,255,7,0.03,0.09,0,0,anomaly
icmp,50,1,0,0,0,1,1,0,255,1,0,0.54,0.49,0.04,anomaly
icmp,25,2,228,990,0,32,34,0,74,255,1,0,0.01,0,normal
icmp,50,1,0,0,0,49,19,0.1,255,19,0.07,0.06,0,0,anomaly
icmp,25,2,264,8786,0,2,2,0,2,255,1,0,0.5,0,normal
icmp,25,2,220,1205,0,15,20,0,32,255,1,0,0.03,0,normal
icmp,50,3,0,0,0,130,3,0.36,255,3,0.01,0.18,0.51,0.37,anomaly
icmp,25,2,223,1816,0,5,9,0,5,255,1,0,0.2,0,normal
icmp,55,2,1203,333,0,1,1,0,137,167,0.56,0.03,0.01,0,normal
icmp,25,2,204,2674,0,13,13,0,255,255,1,0,0,0,normal
udp,12,2,44,86,0,115,116,0.02,255,241,0.95,0.01,0,0,normal
icmp,25,2,279,761,0,4,22,0,232,255,1,0,0,0,normal
icmp,50,4,0,0,0,131,19,0.06,255,34,0.13,0.07,0,1,anomaly
udp,50,2,1,0,0,1,1,0,255,1,0,1,0,0.22,anomaly
icmp,20,2,554,0,0,1,1,0,3,118,0.67,0.67,0.67,0,normal
udp,44,2,48,48,0,1,1,0,255,6,0.02,0.01,0.02,0,normal
icmp,39,4,0,0,0,95,15,0.05,255,4,0.02,0.07,0,1,anomaly
icmp,50,4,0,0,0,125,8,0.05,255,8,0.03,0.06,0,1,anomaly
icmp,55,2,2078,332,0,1,2,0,27,169,0.78,0.07,0.04,0,normal
icmp,25,2,289,183,0,1,4,0,255,255,1,0,0,0,normal
icmp,50,4,0,0,0,128,19,0.06,255,18,0.07,0.07,0,1,anomaly
icmp,36,4,0,0,0,267,24,0.05,255,24,0.09,0.05,0,1,anomaly
icmp,24,4,0,0,0,214,12,0.06,255,3,0.01,0.07,0,1,anomaly
icmp,50,4,0,0,0,189,1,0.07,255,10,0.04,0.07,0,1,anomaly
icmp,20,2,5319,0,0,5,5,0,133,32,0.17,0.04,0.17,0,normal
icmp,5,4,0,0,0,236,6,0.07,255,6,0.02,0.07,0,1,anomaly
icmp,20,2,246,0,0,1,1,0,4,44,1,0,1,0,anomaly
icmp,29,1,0,0,0,277,10,0.06,255,10,0.04,0.08,0,0,anomaly
icmp,50,4,0,0,0,102,8,0.06,255,10,0.04,0.07,0,1,anomaly
icmp,25,1,0,0,0,1,3,0,47,56,1,0,0.02,0,normal
icmp,55,2,5518,471,0,1,1,0,71,122,0.18,0.04,0.01,0.03,normal
icmp,25,2,250,1155,0,2,2,0,72,255,1,0,0.01,0,normal
icmp,50,4,0,0,0,93,20,0.06,255,20,0.08,0.05,0,1,anomaly
icmp,30,1,0,0,0,227,12,0.07,255,12,0.05,0.08,0,0,anomaly
icmp,20,2,16115,0,0,4,4,0,124,45,0.36,0.02,0.36,0,normal
icmp,50,4,0,0,0,96,4,0.06,255,4,0.02,0.09,0,1,anomaly
udp,12,2,43,75,0,173,173,0,255,254,1,0.01,0,0,normal
icmp,50,4,0,0,0,160,2,0.06,255,17,0.07,0.06,0,1,anomaly
icmp,7,4,0,0,0,92,18,0.07,255,18,0.07,0.06,0,1,anomaly
icmp,55,2,2546,388,0,1,1,0,255,3,0.01,0.02,0,0.98,normal
udp,12,2,33,88,0,1,8,0,30,22,0.73,0.07,0.03,0,normal
icmp,50,4,0,0,0,120,3,0.06,255,18,0.07,0.06,0,1,anomaly
icmp,35,4,0,0,0,96,4,0.06,255,4,0.02,0.07,0,1,anomaly
icmp,55,2,1348,329,0,2,3,1,69,46,0.67,0.07,0.01,0,normal
icmp,55,2,841,325,0,1,1,0,30,119,0.53,0.17,0.07,0,normal
icmp,25,2,221,392,0,22,30,0,255,255,1,0,0,0,normal
icmp,53,4,0,0,0,201,1,0.06,255,1,0,0.07,0,1,anomaly
icmp,20,2,151,0,0,2,3,0,180,101,0.51,0.03,0.51,0,normal
icmp,25,2,280,327,0,2,77,0,99,255,1,0,0.01,0,normal
udp,45,2,1,0,0,37,4,0.11,255,4,0.02,0.07,1,0,anomaly
icmp,31,4,0,0,0,24,19,0.08,255,19,0.07,0.06,0,1,anomaly
icmp,50,4,0,0,0,111,13,0.06,255,6,0.02,0.07,0,1,anomaly
icmp,53,4,0,0,0,224,13,0.06,255,13,0.05,0.08,0,1,anomaly
icmp,55,2,747,386,0,1,2,0,246,129,0.49,0.01,0,0.81,normal
icmp,22,4,0,0,0,285,12,0.06,255,12,0.05,0.07,0,1,anomaly
icmp,25,2,415,235,0,6,18,0,65,255,1,0,0.02,0,normal
icmp,50,4,0,0,0,24,8,0.12,255,9,0.04,0.08,0,1,anomaly
icmp,20,2,245,0,0,2,2,0,210,2,0.01,0.48,0.01,0,normal
icmp,8,1,0,0,0,275,18,0.06,255,18,0.07,0.07,0,0,anomaly
icmp,20,2,12,0,0,1,1,0,76,74,0.47,0.05,0.47,0.04,normal
icmp,25,2,281,406,0,1,17,0,1,255,1,0,1,0,normal
tcp,15,2,8,0,0,1,8,0,2,152,1,0,1,0,anomaly
icmp,50,4,0,0,0,282,17,0.06,255,20,0.08,0.06,0,1,anomaly
icmp,50,4,0,0,0,213,12,0.07,255,9,0.04,0.08,0,1,anomaly
udp,12,2,43,127,0,79,159,0,255,254,1,0.01,0,0,normal
icmp,20,2,832,0,0,1,1,0,3,11,1,0,1,0,anomaly
icmp,50,4,0,0,0,111,5,0.07,255,15,0.06,0.06,0,1,anomaly
icmp,55,2,3001,640,0,1,2,0,255,133,0.52,0.01,0,0.73,normal
icmp,25,2,399,9572,0,6,6,0,255,255,1,0,0,0,normal
icmp,61,4,0,0,0,4,4,0,86,46,0.53,0.02,0.01,0.98,anomaly
udp,45,2,516,4,0,284,284,0,255,255,1,0,1,0,normal
udp,12,2,44,44,0,3,5,0,255,252,0.99,0.01,0.01,0,normal
icmp,25,2,306,1072,0,6,25,0,255,255,1,0,0,0,normal
icmp,70,4,0,0,0,137,9,0.07,255,6,0.02,0.06,0,1,anomaly
icmp,50,4,0,0,0,269,8,0.06,255,25,0.1,0.06,0,1,anomaly
icmp,50,4,0,0,0,206,21,0.05,255,21,0.08,0.06,0,1,anomaly
icmp,61,4,0,0,0,261,13,0.05,255,13,0.05,0.05,0,1,anomaly
icmp,50,4,0,0,0,134,4,0.07,255,17,0.07,0.07,0,1,anomaly
icmp,25,2,319,6534,0,25,25,0,255,255,1,0,0,0,normal
udp,50,2,1,0,0,134,114,0.03,255,156,0.61,0.05,1,0,anomaly
icmp,50,4,0,0,0,198,19,0.06,255,2,0.01,0.06,0,1,anomaly
icmp,67,4,0,0,0,117,12,0.06,255,12,0.05,0.06,0,1,anomaly
icmp,20,4,0,0,0,254,13,0.06,255,9,0.04,0.07,0,1,anomaly
icmp,29,4,0,0,0,276,10,0.06,255,10,0.04,0.08,0,1,anomaly
icmp,50,4,0,0,0,107,20,0.06,255,19,0.07,0.06,0,1,anomaly
udp,50,2,105,146,0,1,1,0,24,24,1,0,0.04,0,normal
icmp,25,2,250,4137,0,28,28,0,255,255,1,0,0,0,normal
icmp,25,2,216,1726,0,21,21,0,255,255,1,0,0,0,normal
udp,12,2,44,44,0,205,205,0,255,255,1,0,0,0,normal
icmp,25,2,235,4097,1,2,2,0,255,255,1,0,0,0.01,normal
icmp,48,4,0,0,0,108,8,0.07,255,8,0.03,0.07,0,1,anomaly
icmp,55,2,810,333,0,2,1,1,52,47,0.67,0.12,0.02,0,normal
icmp,25,2,237,1582,0,5,5,0,22,255,1,0,0.05,0,normal
icmp,25,2,331,6827,0,18,20,0,255,255,1,0,0,0,normal
icmp,50,4,0,0,0,82,1,0.07,255,20,0.08,0.07,0,1,anomaly
icmp,38,4,0,0,0,278,16,0.05,255,6,0.02,0.07,0,1,anomaly
icmp,25,2,236,540,0,11,11,0,31,255,1,0,0.03,0,normal
icmp,32,4,0,0,0,77,16,0.05,255,16,0.06,0.05,0,1,anomaly
tcp,16,2,30,0,0,2,2,0,194,194,1,0,1,0,normal
tcp,16,2,1032,0,0,511,511,0,255,50,0.2,0.17,0.2,0,anomaly
udp,50,2,1,0,0,7,2,0.43,255,2,0.01,0.76,0.27,0.03,anomaly
icmp,50,4,0,0,0,126,20,0.06,255,20,0.08,0.06,0,1,anomaly
icmp,42,4,0,0,0,149,19,0.05,255,19,0.07,0.05,0,1,anomaly
udp,12,2,45,129,0,74,154,0,255,255,1,0,0,0,normal
udp,45,2,147,105,0,1,1,0,255,1,0,0.66,0.95,0,normal
icmp,25,2,244,1088,0,24,40,0,255,255,1,0,0,0,normal
icmp,25,1,0,0,0,1,1,0,4,255,1,0,0.25,0,normal
tcp,16,2,1032,0,0,511,511,0,255,240,0.94,0.02,0.94,0,anomaly
icmp,20,4,0,0,0,203,18,0.06,255,18,0.07,0.07,0,1,anomaly
icmp,50,5,0,0,0,1,1,0,198,1,0.01,0.51,0.51,0,anomaly
icmp,25,2,283,835,0,20,21,0,20,255,1,0,0.05,0,normal
icmp,9,1,0,0,0,195,2,0.07,255,2,0.01,0.08,0,0,anomaly
icmp,39,4,0,0,0,105,14,0.06,255,14,0.05,0.05,0,1,anomaly
icmp,50,1,0,0,0,193,14,0.06,255,14,0.05,0.07,0,0,anomaly
icmp,25,2,165,16129,0,4,4,0,255,255,1,0,0,0,normal
udp,12,2,88,0,0,1,2,0,4,4,1,0,1,0,normal
icmp,25,1,0,0,0,1,1,0,161,255,1,0,0.01,0,normal
icmp,25,2,260,737,0,6,6,0,78,212,1,0,0.01,0,normal
udp,50,2,105,147,0,1,1,0,179,177,0.99,0.01,0.01,0,normal
icmp,50,4,0,0,0,149,7,0.07,255,20,0.08,0.07,0,1,anomaly
icmp,50,4,0,0,0,261,18,0.06,255,7,0.03,0.06,0,1,anomaly
icmp,50,4,0,0,0,105,7,0.06,255,8,0.03,0.08,0,1,anomaly
icmp,25,2,251,173,0,1,1,0,255,255,1,0,0,0,normal
udp,50,2,28,0,0,192,92,0.04,255,92,0.36,0.64,0.36,0.09,anomaly
icmp,25,2,307,760,0,1,8,0,5,255,1,0,0.2,0,normal
icmp,50,4,0,0,0,279,20,0.06,255,20,0.08,0.07,0,1,anomaly
udp,12,2,43,69,0,118,118,0,255,224,0.88,0.01,0,0,normal
udp,12,2,43,43,0,70,152,0,255,254,1,0.01,0.01,0,normal
icmp,25,1,0,0,0,1,1,0,137,93,0.68,0.02,0.01,0,normal
icmp,25,2,335,1721,0,9,9,0,33,255,1,0,0.03,0,normal
icmp,50,4,0,0,0,283,18,0.06,255,10,0.04,0.08,0,1,anomaly
icmp,61,4,0,0,0,3,2,0.67,255,22,0.09,0.08,0,1,anomaly
tcp,66,2,182,0,0,2,1,1,255,6,0.02,0.01,0.04,0,normal
icmp,30,4,0,0,0,294,2,0.05,255,2,0.01,0.05,0,1,anomaly
icmp,25,2,182,411,0,1,1,0,14,255,1,0,0.07,0,normal
icmp,55,2,758,328,0,1,3,0,43,190,0.63,0.09,0.02,0,normal
icmp,50,1,0,0,0,1,1,0,255,1,0,0.27,0.24,0,anomaly
icmp,25,4,0,0,0,258,7,0.06,255,7,0.03,0.06,0,1,anomaly
udp,12,2,42,42,0,7,11,0,255,247,0.97,0.01,0,0,normal
icmp,25,2,243,5907,0,13,13,0,195,255,1,0,0.01,0,normal
icmp,25,2,273,985,0,9,9,0,255,255,1,0,0,0,normal
icmp,55,2,1828,376,0,1,2,0,255,163,0.64,0.02,0,0,normal
icmp,25,2,189,277,0,1,5,0,5,255,1,0,0.2,0,normal
icmp,25,4,0,0,0,260,31,0.07,255,17,0.07,0.07,0,1,anomaly
icmp,50,4,0,0,0,227,3,0.07,255,3,0.01,0.06,0,1,anomaly
icmp,25,2,215,1364,0,8,12,0,84,255,1,0,0.01,0,normal
udp,12,2,45,78,0,144,144,0,255,255,1,0,0.01,0,normal
icmp,20,2,491,0,0,2,2,0,124,22,0.18,0.04,0.18,0,normal
udp,12,2,46,135,0,67,147,0,255,255,1,0,0,0,normal
tcp,15,2,8,0,0,1,24,0,3,55,1,0,1,0,anomaly
udp,45,2,146,105,0,1,1,0,255,2,0.01,0.57,0.81,0,normal
icmp,20,2,567,0,0,1,1,0,78,75,0.4,0.04,0.4,0,normal
icmp,25,2,214,1099,0,33,34,0,33,255,1,0,0.03,0,normal
udp,44,2,48,48,0,1,1,0,213,20,0.09,0.01,0.09,0,normal
tcp,15,2,18,0,0,1,1,0,2,130,1,0,1,0,anomaly
icmp,20,2,88382,0,0,19,19,0,255,25,0.1,0.02,0.1,0,normal
icmp,29,4,0,0,0,283,12,0.06,255,2,0.01,0.07,0,1,anomaly
icmp,50,4,0,0,0,251,7,0.06,255,10,0.04,0.07,0,1,anomaly
icmp,20,2,383,0,0,2,2,0,151,26,0.17,0.03,0.17,0,normal
icmp,55,2,2602,330,0,1,2,0,39,149,0.69,0.08,0.03,0.03,normal
icmp,17,4,0,0,0,135,20,0.05,255,20,0.08,0.06,0,1,anomaly
icmp,19,3,0,0,0,258,7,0.07,255,7,0.03,0.07,0,0,anomaly
icmp,55,2,1447,334,0,1,1,0,133,92,0.69,0.04,0.01,0,normal
icmp,3,4,0,0,0,225,4,0.06,255,17,0.07,0.08,0,1,anomaly
tcp,16,2,520,0,0,461,461,0,20,20,1,0,1,0,anomaly
icmp,45,1,0,0,0,511,1,1,255,1,0,1,0,0,anomaly
icmp,61,4,0,0,0,54,13,0.07,255,29,0.11,0.06,0,1,anomaly
icmp,25,2,205,318,0,5,6,0,255,255,1,0,0,0,normal
icmp,61,2,104,2328,0,1,1,0,25,6,0.08,0.2,0.04,0,normal
icmp,25,2,331,546,0,7,10,0,255,255,1,0,0,0,normal
icmp,25,2,287,4009,0,2,2,0,8,255,1,0,0.12,0,normal
tcp,15,2,8,0,0,1,37,0,4,156,1,0,1,0,anomaly
icmp,25,2,327,3200,0,3,3,0,255,255,1,0,0,0,normal
icmp,25,2,347,1366,0,7,7,0,63,255,1,0,0.02,0,normal
icmp,25,2,246,468,0,15,15,0,255,255,1,0,0,0,normal
icmp,25,2,221,8440,0,16,21,0,16,255,1,0,0.06,0,normal
icmp,25,2,351,310,0,7,7,0,186,255,1,0,0.01,0,normal
icmp,50,4,0,0,0,277,14,0.04,255,14,0.05,0.05,0,1,anomaly
icmp,25,2,249,2093,0,1,18,0,14,255,1,0,0.07,0,normal
icmp,25,2,206,810,0,22,44,0,22,255,1,0,0.05,0,normal
tcp,15,2,8,0,0,1,42,0,1,53,1,0,1,0,anomaly
udp,12,2,46,112,0,78,156,0,255,237,0.93,0.01,0,0,normal
icmp,50,4,0,0,0,167,1,0.08,255,16,0.06,0.07,0,1,anomaly
icmp,45,5,1,0,0,2,2,0,255,2,0.01,0.73,1,0,anomaly
icmp,25,2,236,2731,0,3,3,0,6,255,1,0,0.17,0,normal
icmp,50,4,0,0,0,123,2,0.07,255,7,0.03,0.06,0,1,anomaly
icmp,61,2,848,25323,1,1,1,0,1,1,1,0,1,0,normal
icmp,20,4,0,0,0,257,6,0.06,255,6,0.02,0.07,0,1,anomaly
icmp,50,1,0,0,0,511,1,1,255,1,0,1,0,0.1,anomaly
icmp,25,1,0,0,0,1,2,0,45,251,1,0,0.02,0,normal
udp,12,2,46,78,0,53,53,0,255,255,1,0,0.01,0,normal
icmp,25,2,293,4937,0,18,18,0,69,255,1,0,0.01,0,normal
icmp,55,2,1413,368,0,1,2,0,20,158,0.95,0.1,0.05,0,normal
icmp,64,5,0,0,0,1,1,0,85,1,0.01,0.45,0.44,0.07,anomaly
tcp,15,2,8,0,0,1,28,0,4,148,1,0,1,0,anomaly
icmp,25,2,260,9541,0,1,2,0,79,255,1,0,0.01,0.03,normal
icmp,61,3,5281,14895,0,1,1,0,74,20,0.27,0.08,0.01,0.01,normal
icmp,25,2,213,3276,0,14,14,0,255,255,1,0,0,0,normal
icmp,50,4,0,0,0,228,14,0.05,89,14,0.16,0.11,0.01,0.84,anomaly
icmp,55,2,11798,1568,0,1,1,0,255,7,0.03,0.07,0,0.96,normal
icmp,25,4,0,0,0,192,2,0.07,255,2,0.01,0.08,0,1,anomaly
icmp,25,5,54540,8314,2,5,5,0,213,213,1,0,0,0,anomaly
tcp,15,2,8,0,0,1,34,0,1,129,1,0,1,0,anomaly
icmp,50,1,0,0,0,2,1,1,255,1,0,0.15,0.07,0.46,anomaly
tcp,16,2,1032,0,0,511,511,0,255,202,0.79,0.02,0.79,0,anomaly
icmp,25,2,232,2698,0,2,3,0,55,55,1,0,0.02,0,normal
icmp,25,1,0,0,0,132,20,0.07,255,20,0.08,0.07,0,0,anomaly
icmp,42,4,0,0,0,48,7,0.12,255,7,0.03,0.09,0,1,anomaly
icmp,55,2,0,89,0,1,1,0,6,100,0.17,1,0.17,0,anomaly
icmp,25,9,170,11680,0,4,4,0,43,255,1,0,0.02,0.07,normal
icmp,25,2,198,2004,0,30,32,0,67,255,1,0,0.01,0,normal
icmp,50,1,0,0,0,2,1,1,255,1,0,0.91,0.9,0,anomaly
icmp,50,4,0,0,0,180,3,0.06,255,17,0.07,0.06,0,1,anomaly
icmp,17,1,0,0,0,131,4,0.07,255,4,0.02,0.06,0,0,anomaly
icmp,61,2,125,3138,0,1,1,0,29,14,0.1,0.1,0.03,0,normal
icmp,25,1,0,0,0,1,2,0,60,255,1,0,0.02,0,normal
icmp,25,2,305,314,0,14,21,0,255,255,1,0,0,0,normal
icmp,25,2,296,2445,0,5,5,0,247,255,1,0,0,0,normal
udp,12,2,30,0,0,1,2,0,19,2,0.11,0.26,0.11,0,normal
udp,12,2,32,102,0,6,6,0,159,150,0.94,0.02,0.01,0,normal
icmp,20,2,192,0,0,2,2,0,254,87,0.34,0.02,0.34,0,normal
icmp,50,4,0,0,0,279,13,0.06,255,8,0.03,0.09,0,1,anomaly
udp,50,2,105,147,0,2,2,0,47,47,1,0,0.04,0,normal
icmp,50,5,0,0,0,2,2,0,255,2,0.01,0.35,0.69,0,anomaly
icmp,25,4,0,0,0,118,1,0.07,255,1,0,0.07,0,1,anomaly
icmp,8,1,0,0,0,243,14,0.07,255,14,0.05,0.07,0,0,anomaly
icmp,25,2,201,978,0,9,9,0,9,255,1,0,0.11,0,normal
icmp,50,4,0,0,0,254,2,0.06,255,17,0.07,0.05,0,1,anomaly
icmp,25,2,162,19994,0,1,1,0,1,255,1,0,1,0,normal
icmp,50,4,0,0,0,128,14,0.05,255,14,0.05,0.07,0,1,anomaly
tcp,16,2,1032,0,0,511,511,0,255,49,0.19,0.17,0.19,0,anomaly
icmp,50,4,0,0,0,120,12,0.06,255,16,0.06,0.07,0,1,anomaly
icmp,50,4,0,0,0,229,15,0.07,255,29,0.11,0.07,0,1,anomaly
icmp,20,2,748,0,0,1,1,0,123,23,0.19,0.02,0.19,0,normal
icmp,59,1,0,0,0,271,18,0.06,255,18,0.07,0.07,0,0,anomaly
icmp,60,4,0,0,0,251,20,0.05,255,20,0.08,0.05,0,1,anomaly
icmp,25,2,216,260,0,34,34,0,34,255,1,0,0.03,0,normal
icmp,25,2,175,488,0,13,13,0,22,255,1,0,0.05,0,normal
icmp,20,4,0,0,0,219,1,0.07,255,1,0,0.08,0,1,anomaly
icmp,20,2,1339,0,0,2,2,0,69,34,0.17,0.06,0.17,0,normal
icmp,50,4,0,0,0,66,5,0.09,255,24,0.09,0.05,0,1,anomaly
icmp,25,2,230,9532,2,1,1,0,169,255,1,0,0.01,0,normal
icmp,25,4,0,0,0,290,45,0.06,255,16,0.06,0.08,0,1,anomaly
icmp,25,2,216,420,0,20,20,0,255,255,1,0,0,0,normal
icmp,22,4,0,0,0,130,18,0.05,255,12,0.05,0.06,0,1,anomaly
udp,12,2,44,111,0,199,201,0.01,255,255,1,0,0,0,normal
icmp,29,4,0,0,0,231,14,0.05,255,14,0.05,0.05,0,1,anomaly
tcp,15,2,8,0,0,1,12,0,2,44,1,0,1,0,anomaly
icmp,25,2,210,307,0,11,14,0,11,255,1,0,0.09,0.09,normal
icmp,25,2,213,24572,0,3,7,0,255,255,1,0,0,0,normal
tcp,15,2,8,0,0,1,12,0,1,47,1,0,1,0,anomaly
icmp,50,4,0,0,0,289,16,0.06,255,5,0.02,0.07,0,1,anomaly
udp,50,2,105,146,0,5,1,0.4,134,126,0.94,0.02,0.01,0,normal
icmp,20,2,10389,0,0,2,2,0,161,54,0.34,0.04,0.34,0,normal
icmp,55,2,3446,328,0,1,1,0,255,149,0.58,0.03,0,0,normal
icmp,25,2,336,685,0,16,17,0,255,255,1,0,0,0,normal
udp,12,2,42,42,0,10,17,0,255,255,1,0,0,0,normal
icmp,50,4,0,0,0,94,1,0.06,255,18,0.07,0.07,0,1,anomaly
icmp,25,2,314,657,0,1,24,0,25,255,1,0,0.04,0,normal
icmp,20,2,740,0,0,2,2,0,63,62,0.1,0.05,0.1,0,normal
icmp,20,2,341,1072,6,1,1,0,1,1,1,0,1,0,normal
icmp,25,2,234,11334,0,8,9,0,24,255,1,0,0.04,0,normal
icmp,61,3,110,9225,0,1,1,0,120,1,0.01,0.08,0.01,0.01,normal
icmp,12,4,0,0,0,249,7,0.05,255,7,0.03,0.05,0,1,anomaly
icmp,5,4,0,0,0,230,1,0.07,255,1,0,0.08,0,1,anomaly
icmp,50,1,0,0,0,1,1,0,255,1,0,0.74,0.73,0,anomaly
icmp,50,4,0,0,0,255,16,0.07,255,15,0.06,0.08,0,1,anomaly
icmp,25,2,260,1596,0,2,3,0,43,240,1,0,0.02,0,normal
icmp,25,2,323,6186,0,9,10,0,208,255,1,0,0,0,normal
icmp,25,2,217,1884,0,1,14,0,1,255,1,0,1,0,normal
icmp,25,2,249,1425,0,11,11,0,91,255,1,0,0.01,0,normal
icmp,55,2,632,329,0,1,1,0,62,104,0.94,0.03,0.02,0,normal
icmp,25,2,301,12471,0,18,18,0,88,255,1,0,0.01,0,normal
udp,12,2,45,45,0,126,206,0,255,255,1,0,0.01,0,normal
icmp,25,2,327,3276,0,4,38,0,155,255,1,0,0.01,0,normal
icmp,3,4,0,0,0,266,16,0.06,255,5,0.02,0.08,0,1,anomaly
icmp,25,2,214,5985,0,13,14,0,117,255,1,0,0.01,0,normal
icmp,50,1,0,0,0,511,1,1,255,1,0,1,0,0.1,anomaly
icmp,25,2,301,127,0,1,4,0,12,255,1,0,0.08,0,normal
icmp,38,4,0,0,0,94,17,0.06,255,12,0.05,0.07,0,1,anomaly
icmp,25,2,309,2728,0,5,5,0,32,230,1,0,0.03,0,normal
icmp,50,5,1,0,0,2,2,0,255,2,0.01,0.5,1,0,anomaly
icmp,25,2,321,1229,0,22,26,0,64,255,1,0,0.02,0,normal
icmp,25,2,318,357,0,18,20,0,255,255,1,0,0,0,normal
icmp,25,2,312,422,0,5,6,0,5,255,1,0,0.2,0,normal
udp,45,2,516,4,0,197,197,0,197,197,1,0,1,0,normal
icmp,64,4,0,0,0,233,10,0.05,255,10,0.04,0.06,0,1,anomaly
